Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Zeus;TOP;T1;DK;kingen;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:27:39;Rumble;Azir;Ziggs;Maokai;Yone;Aatrox;Win;21;10;4;1;16;2;2;8;5;259;36;0;9.4;11653;421;0.201;36;12;3;5;5;1.3;0.43;0.18;0.11;0.154;15597;9978;3489;2130;564;0.175;0.36;0.476;0;0;0;0;0;1604;54;1786;1;0;5537;5537;8923;0;27981;0;13;230;22883;79;6;28;0;150
Oner;JUNGLE;T1;DK;Lucid;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:27:39;Smolder;Nasus;Corki;LeBlanc;Sejuani;Maokai;Win;21;10;4;1;14;3;2;12;7.5;170;151;0;6.1;10105;365;0.174;36;9;6;8;8;1.3;0.33;0.29;0.22;0.154;10286;5697;3630;959;372;0.116;0.54;0.714;0;0;0;0;0;220;18;407;0;0;1576;1576;16282;0;36619;732;22;319;34358;50;9;23;50;100
Faker;MID;T1;DK;ShowMaker;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:27:39;Vi;Lillia;Sejuani;Jhin;Corki;LeBlanc;Win;21;10;4;1;16;11;1;6;17;266;34;0;9.6;15434;558;0.266;30;11;13;1;1;1.08;0.4;0.04;0.47;0.128;35183;25494;5931;3758;1272;0.395;0.61;0.81;1;4;0;0;0;218;-9;-1168;-1;0;9794;9794;7438;0;12081;0;4;130;18366;25;2;21;0;100
Gumayusi;ADCARRY;T1;DK;Aiming;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:27:39;Lee_Sin;Camille;Leona;Rell;Ziggs;Jhin;Win;21;10;4;1;16;5;0;4;Perfect_KDA;291;11;0;10.5;13144;475;0.226;27;13;3;5;5;0.98;0.47;0.18;0.11;0.115;21228;497;20362;369;768;0.238;0.33;0.429;0;1;0;0;0;162;4;946;0;0;7575;7575;910;0;3170;0;15;317;6890;0;7;26;0;0
Keria;SUPPORT;T1;DK;Moham;01.09.2024;2;6;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:27:39;Nocturne;Vayne;Yone;Aatrox;Leona;Rell;Win;21;10;4;1;11;0;2;11;5.5;30;0;0;1.1;7720;279;0.133;105;49;12;13;13;3.8;1.77;0.47;0.43;0.449;6717;1503;3593;1621;243;0.075;0.4;0.524;0;0;0;0;0;577;6;809;1;0;2091;2091;964;0;10256;0;33;94;12566;32;16;31;0;0
Zeus;TOP;T1;DK;kingen;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:29:28;Vi;Rumble;Azir;Maokai;Gnar;Corki;Win;18;8;1;1;17;3;2;8;5.5;264;20;0;9;13595;461;0.232;31;8;9;1;1;1.05;0.27;0.03;0.31;0.125;21606;16756;4460;390;733;0.301;0.37;0.611;1;0;0;0;0;1553;17;1590;2;0;8109;8109;7812;0;23693;0;27;416;28410;87;2;24;0;250
Oner;JUNGLE;T1;DK;Lucid;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:29:28;Smolder;Lillia;Sejuani;Miss_Fortune;Sejuani;Maokai;Win;18;8;1;1;14;6;1;10;16;178;157;0;6;11844;402;0.203;36;11;7;9;9;1.22;0.37;0.31;0.24;0.145;10063;6239;2743;1081;342;0.14;0.54;0.889;0;1;0;0;0;1522;13;784;1;0;2673;2673;13194;0;39281;799;21;370;30442;43;10;23;150;400
Faker;MID;T1;DK;ShowMaker;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:29:28;Nasus;Ziggs;Jhin;Corki;Azir;Yone;Win;18;8;1;1;16;4;4;4;2;250;4;0;8.5;12388;420;0.212;41;13;4;4;4;1.39;0.44;0.14;0.14;0.165;17718;686;16957;75;601;0.247;0.27;0.444;0;1;0;0;0;138;3;-232;0;0;5100;5100;1535;0;10569;0;9;166;15734;156;7;26;0;50
Gumayusi;ADCARRY;T1;DK;Aiming;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:29:28;Gangplank;Camille;Gnar;Rell;Jhin;Miss_Fortune;Win;18;8;1;1;16;5;2;3;4;308;19;0;10.5;13283;451;0.227;28;11;6;2;2;0.95;0.37;0.07;0.2;0.113;17990;16573;1208;209;611;0.251;0.27;0.444;0;0;0;0;0;-559;0;-283;0;0;3134;3134;6588;0;6921;0;24;152;14394;50;3;22;0;50
Keria;SUPPORT;T1;DK;Moham;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:29:28;LeBlanc;Leona;Alistar;Yone;Alistar;Rell;Win;18;8;1;1;11;0;0;12;Perfect_KDA;15;0;0;0.5;7375;250;0.126;112;66;8;17;16;3.8;2.24;0.58;0.27;0.452;4364;651;2897;816;148;0.061;0.41;0.667;0;0;0;0;0;216;-8;-305;0;0;1175;1175;8035;4608;12452;0;34;89;12083;0;19;32;0;0
kingen;TOP;DK;T1;Zeus;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:29:28;Rumble;Vi;Maokai;Azir;Corki;Gnar;Loss;9;2;2;0;15;1;6;1;0.3;234;15;0;7.9;9695;329;0.199;21;10;4;0;0;0.71;0.34;0;0.14;0.093;17643;12051;4086;1506;599;0.262;0.07;0.222;0;0;0;0;0;-1553;-17;-1590;-2;0;312;312;5444;0;13881;0;0;81;22563;137;3;22;0;0
Lucid;JUNGLE;DK;T1;Oner;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:29:28;Lillia;Smolder;Miss_Fortune;Sejuani;Maokai;Sejuani;Loss;9;2;2;0;13;1;4;6;1.8;161;149;0;5.5;8620;293;0.177;39;9;8;9;7;1.32;0.31;0.31;0.27;0.173;14419;268;14027;124;489;0.214;0.24;0.778;0;0;0;0;0;-1522;-13;-784;-1;0;0;0;17756;0;20380;0;34;429;31178;119;10;25;50;0
ShowMaker;MID;DK;T1;Faker;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:29:28;Ziggs;Nasus;Corki;Jhin;Yone;Azir;Loss;9;2;2;0;15;3;3;3;2;237;14;0;8;11105;377;0.228;35;13;9;6;6;1.19;0.44;0.2;0.31;0.156;13426;8807;2506;2113;456;0.199;0.2;0.667;0;1;0;0;0;-138;-3;232;0;0;118;118;6877;0;18197;0;11;179;22800;70;7;23;400;0
Aiming;ADCARRY;DK;T1;Gumayusi;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:29:28;Camille;Gangplank;Rell;Gnar;Miss_Fortune;Jhin;Loss;9;2;2;0;16;4;1;4;8;299;7;0;10.1;13109;445;0.269;20;8;5;1;1;0.68;0.27;0.03;0.17;0.089;18584;17482;878;224;631;0.276;0.27;0.889;0;0;0;0;0;559;0;283;0;0;5604;5604;4584;0;14525;0;6;122;9215;0;3;19;300;150
Moham;SUPPORT;DK;T1;Keria;01.09.2024;2;6;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:29:28;Leona;LeBlanc;Yone;Alistar;Rell;Alistar;Loss;9;2;2;0;11;0;4;7;1.8;25;0;0;0.8;6207;211;0.127;110;52;12;13;13;3.73;1.76;0.44;0.41;0.489;3382;495;2165;722;115;0.05;0.24;0.778;0;0;0;0;0;-216;8;305;0;0;891;891;1351;0;14909;0;20;53;14621;44;15;28;0;0
Doran;TOP;HLE;T1;Zeus;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:30:14;Azir;Rumble;Smolder;Ziggs;Jax;Gnar;Win;16;8;3;0;16;1;3;7;2.7;232;12;0;7.7;10842;359;0.192;29;16;5;5;4;0.96;0.53;0.17;0.17;0.096;11580;5684;5506;390;383;0.157;0.26;0.5;0;0;0;0;0;-1739;-26;-773;-1;0;8769;8769;3059;0;18327;0;15;144;25055;67;6;23;100;0
Peanut;JUNGLE;HLE;T1;Oner;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:30:14;Lillia;Maokai;Poppy;Sejuani;Poppy;Sejuani;Win;16;8;3;0;15;2;0;10;Perfect_KDA;171;162;0;5.7;10464;346;0.185;41;10;7;9;9;1.36;0.33;0.3;0.23;0.136;8140;5632;1608;900;269;0.11;0.4;0.75;1;0;0;0;0;702;-6;153;0;0;3068;3068;14909;0;41784;1062;30;742;29114;0;10;23;0;0
Zeka;MID;HLE;T1;Faker;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:30:14;Tristana;Vi;Jhin;Leona;Smolder;Caitlyn;Win;16;8;3;0;16;7;0;5;Perfect_KDA;289;23;0;9.6;13734;454;0.243;56;13;11;4;4;1.85;0.43;0.13;0.36;0.186;28297;18712;5525;4060;936;0.383;0.4;0.75;0;0;0;0;0;204;-3;104;1;0;4260;4260;7936;0;9305;0;15;360;15206;0;5;25;200;0
Viper;ADCARRY;HLE;T1;Gumayusi;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:30:14;Camille;Rell;Bard;Caitlyn;Jhin;Ziggs;Win;16;8;3;0;16;6;0;8;Perfect_KDA;294;13;0;9.7;13970;462;0.248;35;16;7;5;5;1.16;0.53;0.17;0.23;0.116;21018;17201;3277;540;695;0.285;0.46;0.875;0;1;0;0;0;1003;5;595;1;0;7541;7541;7817;0;7286;0;32;219;14959;0;6;24;50;0
Delight;SUPPORT;HLE;T1;Keria;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Blue;00:30:14;Corki;Alistar;Jax;Gnar;Bard;Leona;Win;16;8;3;0;11;0;2;6;3;33;0;0;1.1;7409;245;0.131;140;69;16;13;12;4.63;2.28;0.43;0.53;0.465;4809;1147;3352;310;159;0.065;0.2;0.375;0;0;0;0;0;661;3;821;1;0;2006;2006;5145;1838;12177;2218;28;145;13768;65;16;32;0;0
Zeus;TOP;T1;HLE;Doran;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:30:14;Rumble;Azir;Ziggs;Smolder;Gnar;Jax;Loss;5;3;1;1;16;2;2;0;1;278;20;0;9.2;12819;424;0.255;29;13;7;8;7;0.96;0.43;0.26;0.23;0.137;15469;12789;2458;222;512;0.221;0.07;0.4;0;0;0;0;0;1739;26;773;1;0;5894;5894;6884;0;27332;0;16;541;21461;52;12;39;0;200
Oner;JUNGLE;T1;HLE;Peanut;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:30:14;Maokai;Lillia;Sejuani;Poppy;Sejuani;Poppy;Loss;5;3;1;1;14;1;2;1;1;181;166;0;6;9138;302;0.182;34;8;7;7;7;1.12;0.26;0.23;0.23;0.16;6047;3541;1942;564;200;0.086;0.07;0.4;0;0;0;0;0;-702;6;-153;0;0;123;123;15457;0;37249;1604;14;461;31792;43;8;23;0;0
Faker;MID;T1;HLE;Zeka;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:30:14;Vi;Tristana;Leona;Jhin;Caitlyn;Smolder;Loss;5;3;1;1;16;1;3;3;1.3;253;6;0;8.4;10989;363;0.218;40;11;16;3;3;1.32;0.36;0.1;0.53;0.189;18448;17549;647;252;610;0.263;0.13;0.8;0;0;0;0;0;-204;3;-104;-1;0;2581;2581;5757;0;9622;0;22;86;17477;120;4;19;0;0
Gumayusi;ADCARRY;T1;HLE;Viper;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:30:14;Rell;Camille;Caitlyn;Bard;Ziggs;Jhin;Loss;5;3;1;1;15;1;5;1;0.4;277;0;0;9.2;10822;358;0.215;22;10;7;3;3;0.73;0.33;0.1;0.23;0.104;25734;576;25119;39;851;0.367;0.07;0.4;0;0;0;0;0;-1003;-5;-595;-1;0;456;456;935;0;8437;0;12;251;15937;145;7;21;0;150
Keria;SUPPORT;T1;HLE;Delight;07.09.2024;3;7;v14.16;Summer_Playoffs_24;1;4;5;1;Red;00:30:14;Alistar;Corki;Gnar;Jax;Leona;Bard;Loss;5;3;1;1;10;0;5;3;0.6;29;0;0;1;6527;216;0.13;87;47;13;15;13;2.88;1.55;0.5;0.43;0.41;4340;665;2827;848;144;0.062;0.1;0.6;0;0;0;0;0;-661;-3;-821;-1;0;0;0;1898;0;20857;0;24;62;20177;110;17;30;0;0
Zeus;TOP;T1;HLE;Doran;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:37:51;Maokai;Azir;Ziggs;Smolder;Camille;KSante;Win;9;9;3;2;18;0;5;2;0.4;318;5;0;8.4;14205;375;0.197;53;14;14;10;9;1.4;0.37;0.26;0.37;0.153;17646;9829;1212;6605;466;0.156;0.05;0.222;0;0;0;0;0;855;14;574;0;0;1180;1180;7326;0;42757;0;19;315;35088;207;12;31;0;150
Oner;JUNGLE;T1;HLE;Peanut;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:37:51;Vi;Rumble;Camille;Sejuani;Nidalee;Sejuani;Win;9;9;3;2;17;1;2;3;2;263;229;0;6.9;13389;354;0.186;69;11;22;9;9;1.82;0.29;0.24;0.58;0.199;24413;1135;19046;4232;645;0.216;0.11;0.444;0;0;0;0;0;602;27;989;1;0;1594;1594;30128;3104;29795;0;14;222;40052;109;10;27;0;0
Faker;MID;T1;HLE;Zeka;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:37:51;Jax;Lillia;Tristana;KSante;Tristana;Yone;Win;9;9;3;2;18;5;0;2;Perfect_KDA;366;44;0;9.7;18413;486;0.255;49;15;13;3;3;1.29;0.4;0.08;0.34;0.142;34859;32451;1727;681;921;0.308;0.18;0.778;0;0;0;1;0;254;2;-176;-1;0;13236;13236;14616;0;15097;0;7;142;23447;0;4;23;350;0
Gumayusi;ADCARRY;T1;HLE;Viper;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:37:51;Jhin;Poppy;Alistar;Rell;Ziggs;Smolder;Win;9;9;3;2;18;3;0;6;Perfect_KDA;363;5;0;9.6;17013;449;0.236;39;16;4;6;6;1.03;0.42;0.16;0.11;0.113;29232;814;28418;0;772;0.258;0.24;1;0;0;0;0;0;461;-7;-687;0;0;11194;11194;3961;1038;6576;0;18;394;11972;0;8;27;400;0
Keria;SUPPORT;T1;HLE;Delight;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Blue;00:37:51;Taliyah;Leona;Nidalee;Yone;Alistar;Rell;Win;9;9;3;2;14;0;3;7;2.3;28;0;0;0.7;9147;242;0.127;136;82;11;24;24;3.59;2.17;0.63;0.29;0.393;7004;503;5035;1466;185;0.062;0.18;0.778;0;0;0;0;0;105;-14;-731;0;0;2288;2288;8081;3241;34668;0;58;151;28013;97;27;40;0;0
Doran;TOP;HLE;T1;Zeus;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:37:51;Azir;Maokai;Smolder;Ziggs;KSante;Camille;Loss;10;3;2;0;16;0;2;4;2;227;8;0;6;10553;279;0.169;56;18;10;12;12;1.48;0.48;0.32;0.26;0.154;11990;9842;1296;852;317;0.13;0.11;0.4;0;0;0;0;0;-855;-14;-574;0;0;467;467;5944;0;63805;654;26;2147;29789;71;14;34;0;0
Peanut;JUNGLE;HLE;T1;Oner;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:37:51;Rumble;Vi;Sejuani;Camille;Sejuani;Nidalee;Loss;10;3;2;0;15;0;1;10;10;198;173;0;5.2;11041;292;0.177;67;13;21;12;12;1.77;0.34;0.32;0.55;0.184;12553;5364;5984;1205;332;0.136;0.26;1;0;0;0;0;0;-602;-27;-989;-1;0;578;578;15168;277;48893;1685;30;421;42648;0;13;27;0;0
Zeka;MID;HLE;T1;Faker;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:37:51;Lillia;Jax;KSante;Tristana;Yone;Tristana;Loss;10;3;2;0;18;4;2;3;3.5;365;12;0;9.6;15562;411;0.25;52;13;13;10;10;1.37;0.34;0.26;0.34;0.143;22139;15701;3929;2509;585;0.24;0.18;0.7;0;0;0;0;0;-254;-2;176;1;0;1768;1768;11928;0;27346;0;18;223;28003;57;12;34;0;350
Viper;ADCARRY;HLE;T1;Gumayusi;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:37:51;Poppy;Jhin;Rell;Alistar;Smolder;Ziggs;Loss;10;3;2;0;18;6;1;1;7;412;18;0;10.9;16859;445;0.271;50;18;13;4;4;1.32;0.48;0.11;0.34;0.137;39813;20490;8888;10435;1052;0.432;0.18;0.7;0;1;0;0;0;-461;7;687;0;0;1643;1643;9790;0;11282;0;11;581;19547;0;5;26;150;400
Delight;SUPPORT;HLE;T1;Keria;07.09.2024;3;7;v14.16;Summer_Playoffs_24;2;4;5;2;Red;00:37:51;Leona;Taliyah;Yone;Nidalee;Rell;Alistar;Loss;10;3;2;0;13;0;3;7;2.3;51;0;0;1.3;8261;218;0.133;139;74;18;21;19;3.67;1.96;0.55;0.48;0.382;5583;894;3557;1132;148;0.061;0.18;0.7;0;0;0;0;0;-105;14;731;0;0;2009;2009;2465;0;21097;0;30;74;24584;89;24;41;0;0
Doran;TOP;HLE;T1;Zeus;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:25:14;Azir;Rumble;Smolder;Ziggs;Renekton;Zeri;Win;16;7;3;1;15;0;0;7;Perfect_KDA;240;8;0;9.5;10339;410;0.201;35;12;9;7;7;1.39;0.48;0.28;0.36;0.138;8312;6283;1849;180;329;0.151;0.28;0.438;0;0;0;0;0;-155;-8;468;0;0;6281;6281;6161;0;15455;0;12;166;19223;0;9;23;0;0
Peanut;JUNGLE;HLE;T1;Oner;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:25:14;Lillia;Maokai;Poppy;Sejuani;Poppy;Sejuani;Win;16;7;3;1;14;2;1;9;11;149;136;0;5.9;9160;363;0.178;34;11;7;10;9;1.35;0.44;0.4;0.28;0.134;8487;6706;1297;484;336;0.154;0.44;0.688;0;0;0;0;0;611;0;401;0;0;2731;2731;13250;0;35229;960;34;731;24566;25;11;23;0;0
Zeka;MID;HLE;T1;Faker;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:25:14;Tristana;Vi;Jhin;Corki;Smolder;Corki;Win;16;7;3;1;15;11;0;2;Perfect_KDA;264;24;0;10.5;14111;559;0.274;32;14;6;5;5;1.27;0.55;0.2;0.24;0.126;14437;10685;1908;1844;572;0.262;0.52;0.813;0;1;1;0;0;1688;2;809;1;0;5764;5764;6333;0;7372;0;7;336;12764;0;7;23;0;0
Viper;ADCARRY;HLE;T1;Gumayusi;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:25:14;Camille;Jax;Rakan;Alistar;Jhin;Ziggs;Win;16;7;3;1;15;3;1;11;14;240;12;0;9.5;11068;439;0.215;26;12;5;5;4;1.03;0.48;0.2;0.2;0.102;19813;17614;2115;84;785;0.359;0.55;0.875;0;0;0;0;0;-18;-7;-633;0;0;2999;2999;6173;0;6277;0;30;144;12893;28;6;25;0;0
Delight;SUPPORT;HLE;T1;Keria;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Blue;00:25:14;Leona;Bard;Renekton;Zeri;Rakan;Alistar;Win;16;7;3;1;11;0;1;12;12;33;0;0;1.3;6808;270;0.132;127;67;18;15;13;5.03;2.66;0.59;0.71;0.5;4103;1186;2865;52;163;0.074;0.48;0.75;0;0;0;0;0;490;0;53;0;0;2545;2545;5784;2102;10721;2164;15;52;11995;0;17;32;0;0
Zeus;TOP;T1;HLE;Doran;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:25:14;Rumble;Azir;Ziggs;Smolder;Zeri;Renekton;Loss;3;2;0;0;15;1;2;1;1;271;12;0;10.7;10218;405;0.252;38;11;14;3;3;1.51;0.44;0.12;0.55;0.193;11009;5005;5876;128;436;0.233;0.08;0.667;0;0;0;0;0;155;8;-468;0;0;2060;2060;3800;0;10060;0;4;68;13085;28;4;22;0;0
Oner;JUNGLE;T1;HLE;Peanut;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:25:14;Maokai;Lillia;Sejuani;Poppy;Sejuani;Poppy;Loss;3;2;0;0;12;0;4;1;0.3;154;136;0;6.1;7362;292;0.181;39;7;12;7;6;1.55;0.28;0.28;0.48;0.198;6226;3805;1666;755;247;0.132;0.04;0.333;0;0;0;0;0;-611;0;-401;0;0;0;0;10795;0;25167;602;20;343;23802;60;8;23;0;0
Faker;MID;T1;HLE;Zeka;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:25:14;Vi;Tristana;Corki;Jhin;Corki;Smolder;Loss;3;2;0;0;13;0;4;0;0;243;10;0;9.6;8626;342;0.213;29;13;3;6;5;1.15;0.52;0.24;0.12;0.147;13052;8393;3783;876;517;0.276;0;0;0;0;0;0;0;-1688;-2;-809;-1;0;2246;2246;2550;0;8458;0;0;23;15347;149;7;22;0;0
Gumayusi;ADCARRY;T1;HLE;Viper;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:25:14;Jax;Camille;Alistar;Rakan;Ziggs;Jhin;Loss;3;2;0;0;14;2;2;0;1;235;2;0;9.3;9273;367;0.229;20;8;7;3;2;0.79;0.32;0.12;0.28;0.102;14370;258;14013;99;569;0.304;0.08;0.667;1;0;0;0;0;18;7;633;0;0;3146;3146;589;0;7462;0;13;246;10654;42;7;23;0;0
Keria;SUPPORT;T1;HLE;Delight;07.09.2024;3;7;v14.16;Summer_Playoffs_24;3;4;5;3;Red;00:25:14;Bard;Leona;Zeri;Renekton;Alistar;Rakan;Loss;3;2;0;0;8;0;4;2;0.5;26;0;0;1;5098;202;0.126;71;46;10;13;13;2.81;1.82;0.52;0.4;0.36;2563;334;1609;620;102;0.054;0.08;0.667;0;0;0;0;0;-490;0;-53;0;0;0;0;1904;994;12727;0;21;74;12720;90;15;31;0;0
Zeus;TOP;T1;HLE;Doran;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:36:19;Maokai;Azir;Ziggs;Smolder;Corki;Nasus;Loss;6;4;1;0;18;2;3;1;1;333;15;0;9.2;14241;392;0.231;35;17;6;3;3;0.96;0.47;0.08;0.17;0.104;26511;17340;5200;3971;730;0.261;0.08;0.5;0;1;0;0;0;-485;3;-669;0;0;2262;2262;9580;0;16532;0;4;107;26204;88;5;31;50;200
Oner;JUNGLE;T1;HLE;Peanut;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:36:19;Vi;Lillia;Nidalee;Jhin;Nidalee;Sejuani;Loss;6;4;1;0;15;0;3;3;1;227;184;0;6.3;11251;310;0.182;131;51;33;7;6;3.61;1.4;0.19;0.91;0.39;18096;1270;12536;4290;498;0.178;0.08;0.5;0;0;0;0;0;-18;1;-897;-1;0;448;448;25649;4634;25685;0;10;266;34984;96;8;23;0;0
Faker;MID;T1;HLE;Zeka;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:36:19;Jax;Rumble;Tristana;Sejuani;Tristana;Smolder;Loss;6;4;1;0;17;4;4;1;1.3;328;12;0;9;14914;411;0.242;27;4;9;2;2;0.74;0.11;0.06;0.25;0.08;18005;16562;1145;298;496;0.177;0.14;0.833;1;0;0;0;0;922;-1;331;0;0;6240;6240;5004;0;14810;0;4;114;21074;112;5;25;50;400
Gumayusi;ADCARRY;T1;HLE;Viper;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:36:19;Renekton;Camille;Leona;Poppy;Ziggs;Jhin;Loss;6;4;1;0;17;0;2;2;1;349;2;0;9.6;14082;388;0.228;28;14;6;5;5;0.77;0.39;0.14;0.17;0.083;34234;487;33643;104;943;0.337;0.06;0.333;0;0;0;0;0;604;21;310;0;0;6682;6682;1291;0;11797;0;19;343;14881;50;9;25;0;300
Keria;SUPPORT;T1;HLE;Delight;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Blue;00:36:19;KSante;Alistar;Corki;Nasus;Leona;Poppy;Loss;6;4;1;0;12;0;3;4;1.3;25;0;0;0.7;7238;199;0.117;115;71;8;23;21;3.17;1.96;0.63;0.22;0.342;4607;694;2935;978;127;0.045;0.11;0.667;0;0;0;0;0;-345;-3;186;0;0;37;37;1694;0;22253;0;23;67;23072;42;26;40;0;0
Doran;TOP;HLE;T1;Zeus;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:36:19;Azir;Maokai;Smolder;Ziggs;Nasus;Corki;Win;15;11;4;1;18;4;1;4;8;279;20;0;7.7;14990;413;0.218;31;10;8;5;5;0.85;0.28;0.14;0.22;0.101;19398;8485;10913;0;534;0.243;0.22;0.533;0;1;0;0;0;485;-3;669;0;0;10990;10990;19974;0;51521;0;17;810;36211;37;8;28;350;0
Peanut;JUNGLE;HLE;T1;Oner;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:36:19;Lillia;Vi;Jhin;Nidalee;Sejuani;Nidalee;Win;15;11;4;1;16;1;0;12;Perfect_KDA;213;175;0;5.9;11754;324;0.171;60;11;24;11;9;1.65;0.3;0.3;0.66;0.196;6358;3807;2135;416;175;0.08;0.36;0.867;0;0;0;0;0;18;-1;897;1;1;2424;2424;22066;0;57329;1372;13;436;43952;0;12;32;0;0
Zeka;MID;HLE;T1;Faker;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:36:19;Rumble;Jax;Sejuani;Tristana;Smolder;Tristana;Win;15;11;4;1;18;5;1;6;11;370;39;0;10.2;17336;477;0.252;45;19;9;7;6;1.24;0.52;0.19;0.25;0.147;24976;16863;4702;3411;688;0.313;0.3;0.733;1;1;0;0;0;-922;1;-331;0;0;11392;11392;6804;0;19025;0;8;327;16327;50;9;32;350;50
Viper;ADCARRY;HLE;T1;Gumayusi;07.09.2024;3;7;v14.16;Summer_Playoffs_24;4;4;5;4;Red;00:36:19;Camille;Renekton;Poppy;Leona;Jhin;Ziggs;Win;15;11;4;1;17;3;2;7;5;338;23;0;9.3;14883;410;0.217;42;16;15;7;6;1.16;0.44;0.19;0.41;0.137;22230;18236;3886;108;612;0.279;0.28;0.667;0;1;0;0;0;-604;-21;-310;0;0;3585;3585;6918;0;14989;0;31;280;19062;43;9;31;50;50
